date,open,high,low,close,volume,dividends,stock_splits
2012-05-18,41.72258729510558,44.649618605105985,37.70412237764506,37.93233108520508,573576400,0.0,0.0
2012-05-21,36.24556407696098,36.3745529135857,32.74305104049431,33.76502990722656,168192700,0.0,0.0
2012-05-22,32.356089710282355,33.32845869253158,30.699092737777157,30.758625030517578,101786600,0.0,0.0
2012-05-23,31.12574167909429,32.24694222211838,31.115819315926274,31.750835418701172,73600000,0.0,0.0
2012-05-24,32.69343677494906,32.95141062896485,31.52262449942779,32.77281188964844,50237200,0.0,0.0
2012-05-25,32.643832308084995,32.693442236183415,30.86776887319942,31.66153907775879,37149800,0.0,0.0
2012-05-29,31.23488158448918,31.443247410650095,28.42691736001472,28.61543846130371,78063400,0.0,0.0
2012-05-30,28.476533975345603,29.31991410718718,27.64307431511615,27.970504760742188,57267900,0.0,0.0
2012-05-31,28.327700388537842,29.438980565650073,26.62109350520213,29.369525909423828,111639200,0.0,0.0
2012-06-01,28.665051886742038,28.923027664136242,27.176731404273646,27.504161834716797,41855500,0.0,0.0
2012-06-04,26.988209329049173,27.434704291250238,26.234126803612813,26.69054412841797,35230300,0.0,0.0
2012-06-05,26.492106870165436,27.543852875095975,25.549503086668018,25.668569564819336,42473400,0.0,0.0
2012-06-06,25.867008048911835,26.958443378960286,25.32129133013623,26.601245880126953,61489200,0.0,0.0
2012-06-07,26.789766679278415,27.137041811027764,25.94638475717206,26.105138778686523,26159500,0.0,0.0
2012-06-08,26.343269888378202,27.543849308669085,26.23412768107701,26.888988494873047,38034000,0.0,0.0
2012-06-11,26.96836663858374,27.851436159505862,26.631013854580324,26.79969024658203,28219600,0.0,0.0
2012-06-12,27.266032064981477,27.553774946835944,26.750080485964983,27.186655044555664,15816800,0.0,0.0
2012-06-13,27.444629497736198,27.881204035069292,26.88899038181058,27.057666778564453,17102800,0.0,0.0
2012-06-14,27.43470515020895,28.099488325519495,27.16680702900234,28.06972312927246,16855000,0.0,0.0
2012-06-15,28.288008706633924,29.86562841196072,28.129254689085066,29.776329040527344,43563800,0.0,0.0
2012-06-18,29.726719543758897,31.830215171444156,29.18100280247055,31.165430068969727,42978900,0.0,0.0
2012-06-19,31.294421067836623,31.92943723148412,30.460961406800564,31.66153907775879,30849000,0.0,0.0
2012-06-20,31.671458553354427,31.681380916568653,30.90745361833447,31.35395050048828,15553600,0.0,0.0
2012-06-21,31.423404682809437,32.2469418923606,31.264650658739136,31.59208106994629,21875300,0.0,0.0
2012-06-22,32.157639900221575,33.189542865197964,31.810366683640183,32.79265594482422,74834000,0.0,0.0
2012-06-25,32.604141572340495,32.76289560702344,31.30434031119001,31.81037139892578,24352900,0.0,0.0
2012-06-26,32.435458689913524,33.1796188318341,32.24693948322489,32.84226608276367,24858700,0.0,0.0
2012-06-27,32.207254555951,32.643830989571114,31.651615435202213,31.979045867919922,28568000,0.0,0.0
2012-06-28,31.71114659290165,31.939355272785495,30.659400678765273,31.115819931030273,17713300,0.0,0.0
2012-06-29,31.671460207483577,31.740914861113346,30.520492509482708,30.857845306396484,19526900,0.0,0.0
2012-07-02,31.006676680918368,31.482938780537907,30.312126366266853,30.530414581298828,14122000,0.0,0.0
2012-07-03,30.669322725180216,31.195196623062458,30.56017862179966,30.95706558227539,8763600,0.0,0.0
2012-07-05,31.07613056859331,31.383716263794057,30.77846723678579,31.22496223449707,10032100,0.0,0.0
2012-07-06,31.195195901191425,31.65161324568061,31.01659715160966,31.48293685913086,10945600,0.0,0.0
2012-07-09,31.85005904447277,32.623988323428456,31.74091682166914,31.919513702392578,17785200,0.0,0.0
2012-07-10,32.1774883027763,32.227098227245115,30.917376539296324,31.22496223449707,14269500,0.0,0.0
2012-07-11,31.234886245162993,31.314263263997688,30.312127218398764,30.728857040405273,13030300,0.0,0.0
2012-07-12,30.460958574135244,31.155506965411977,30.36173683466792,30.570100784301758,11300700,0.0,0.0
2012-07-13,30.798312492555485,30.82807769074909,30.32204850398704,30.480802536010742,8108300,0.0,0.0
2012-07-16,30.262515684144688,30.262515684144688,27.990345565362656,28.0300350189209,24672100,0.0,0.0
2012-07-17,28.25824337543619,28.36738747897282,26.938599339709985,27.871280670166016,30438600,0.0,0.0
2012-07-18,28.089568755930706,29.061939600802855,27.93081471850207,28.88334083557129,16841800,0.0,0.0
2012-07-19,29.181002146494926,29.270301522879766,28.40707484865875,28.774194717407227,13685100,0.0,0.0
2012-07-20,28.774195191399052,29.240534914926144,28.49637469445893,28.53606414794922,11869100,0.0,0.0
2012-07-23,27.901046494956752,28.774193606169327,27.79190239636873,28.526140213012695,12390700,0.0,0.0
2012-07-24,28.59559544764121,29.220691071033617,27.8812023419757,28.228477478027344,11539800,0.0,0.0
2012-07-25,28.168943783552,29.26037913309993,27.861358094337575,29.111547470092773,17230200,0.0,0.0
2012-07-26,27.533927771372195,28.010189851596582,26.52186943152241,26.64093589782715,64597400,0.0,0.0
2012-07-27,23.00943337400954,24.34892208107944,22.106519170595156,23.52538299560547,123102300,0.0,0.0
2012-07-30,23.81312959499037,23.85281905271416,22.850682955158614,22.96974754333496,29285900,0.0,0.0
2012-07-31,23.18803282572797,23.18803282572797,21.441736650501152,21.540956497192383,56179400,0.0,0.0
2012-08-01,21.332593885540625,21.411970903368324,20.677733015337775,20.71742057800293,44604400,0.0,0.0
2012-08-02,20.608278147967518,20.677732801285597,19.66567441508606,19.883962631225586,56374500,0.0,0.0
2012-08-03,20.2014732704628,21.987457326663872,19.745053945212902,20.92578887939453,80647000,0.0,0.0
2012-08-06,21.22344712369454,21.97752964505615,21.134147753237432,21.74932098388672,27778900,0.0,0.0
2012-08-07,22.027145919030218,22.275199355539577,20.340381793767552,20.55866813659668,36782900,0.0,0.0
2012-08-08,20.5487457720366,20.985320350192385,20.062561263577958,20.55866813659668,29537400,0.0,0.0
2012-08-09,20.58843306999334,21.005162875302737,20.44952376572265,20.84640884399414,15610700,0.0,0.0
2012-08-10,21.243291735651955,21.650099135568915,20.965471263209853,21.64017677307129,25794700,0.0,0.0
2012-08-13,21.97752896221759,22.275194151991922,21.2333688265274,21.431812286376953,24973100,0.0,0.0
2012-08-14,21.243290216049378,21.431811305024453,20.09232274361724,20.221309661865234,39308800,0.0,0.0
2012-08-15,20.479284577739467,21.24328937259622,20.241153581777024,21.03492546081543,47861100,0.0,0.0
2012-08-16,20.280845776161716,20.320533334619466,19.53668560323134,19.71528434753418,157565300,0.0,0.0
2012-08-17,19.85419259658343,19.923647239604183,18.852056722648268,18.90166664123535,129293400,0.0,0.0
2012-08-20,18.90167040351827,19.973261133768954,18.604007047753203,19.854196548461914,101186600,0.0,0.0
2012-08-21,19.42754255443833,19.824427622928415,18.94135810897581,19.010812759399414,70640600,0.0,0.0
2012-08-22,19.20926013147596,19.377936556318378,18.81237309008368,19.288637161254883,49892200,0.0,0.0
2012-08-23,19.348169460464657,19.57637818451685,19.20926013147596,19.288637161254883,32813700,0.0,0.0
2012-08-24,19.368009455391302,19.52676347613244,19.100111335704174,19.258865356445312,29622200,0.0,0.0
2012-08-27,19.338243519112392,19.377932972911232,18.951280807060293,19.000890731811523,20704000,0.0,0.0
2012-08-28,18.951282010258915,19.229100634499957,18.802450334058722,19.18941307067871,25417000,0.0,0.0
2012-08-29,19.169564980500148,19.229097262039776,18.921511599505067,18.951278686523438,16124700,0.0,0.0
2012-08-30,19.119957324541016,19.298556082797855,18.911591475742263,18.94135856628418,30647500,0.0,0.0
2012-08-31,18.534549613519008,18.55439433892895,17.88961117767328,17.919376373291016,58764200,0.0,0.0
2012-09-04,17.939222711447524,18.127743834795787,17.41334879579073,17.591947555541992,46622400,0.0,0.0
2012-09-05,18.127745612916378,18.60400775730395,18.038446224281515,18.435331344604492,60781800,0.0,0.0
2012-09-06,18.59408208867922,19.110033599666437,18.574237363064974,18.812368392944336,46066500,0.0,0.0
2012-09-07,18.951282743885205,19.26879083673604,18.633774651034365,18.832216262817383,36371700,0.0,0.0
2012-09-10,18.911591388336838,19.0505025843931,18.405562206447,18.663537979125977,24797800,0.0,0.0
2012-09-11,18.772683992991453,19.427544908473916,18.703229334152027,19.27871322631836,50508200,0.0,0.0
2012-09-12,20.598356222006622,20.995241315470665,20.12209410984977,20.767032623291016,121584000,0.0,0.0
2012-09-13,20.79679568883965,21.31274720365749,20.44952245049804,20.548742294311523,65041600,0.0,0.0
2012-09-14,20.965474282643715,21.908078038202802,20.737265589823274,21.82870101928711,72819800,0.0,0.0
2012-09-17,22.49348327977609,22.572860295224235,21.33259324603609,21.35243797302246,50667600,0.0,0.0
2012-09-18,21.431816504865566,21.808856881797194,21.203607805867538,21.69971466064453,36760500,0.0,0.0
2012-09-19,21.81877529771193,23.18803102891732,21.600489002409777,23.108654022216797,78782800,0.0,0.0
2012-09-20,22.84075659507665,23.059042896879014,22.364494540691215,22.414104461669922,57248900,0.0,0.0
2012-09-21,22.79114522803069,23.059043348556493,22.424027263603968,22.682003021240234,51218100,0.0,0.0
2012-09-24,21.610413598865247,21.808855189882614,20.20147016490346,20.628122329711914,79106500,0.0,0.0
2012-09-25,21.034931814530673,21.04485228642416,20.062560921686295,20.122095108032227,46291700,0.0,0.0
